Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
929,Memoirs of a Geisha,Arthur Golden,"Golden, Arthur",,"=""1400096898""","=""9781400096893""",4,4.15,Vintage Books USA,Mass Market Paperback,503,2005,1997,,2020/06/19,,,read,,,,1,0
19273157,The Collected Stories of Rumpole (Penguin Modern Classics),John Mortimer,"Mortimer, John",,"=""0141198826""","=""9780141198828""",0,4.45,Penguin,Kindle Edition,646,2013,2013,,2022/05/28,to-read,to-read (#27),to-read,,,,0,0
48748138,The Glass Hotel,Emily St. John Mandel,"Mandel, Emily St. John",,"=""1509882847""","=""9781509882847""",4,3.69,Picador,Kindle Edition,321,2020,2020,,2022/05/28,,,read,,,,1,0
56199020,"How to Talk to a Science Denier: Conversations with Flat Earthers, Climate Deniers, and Others Who Defy Reason",Lee McIntyre,"McIntyre, Lee",,"=""0262046105""","=""9780262046107""",0,3.86,The MIT Press,Hardcover,264,2021,2021,,2022/05/28,to-read,to-read (#26),to-read,,,,0,0
50214441,Hamnet,Maggie O'Farrell,"O'Farrell, Maggie",,"=""1472223810""","=""""",3,4.21,Tinder Press,Kindle Edition,321,2020,2020,,2022/05/28,,,read,,,,1,0
46000520,"The Thursday Murder Club (Thursday Murder Club, #1)",Richard Osman,"Osman, Richard",,"=""""","=""""",4,3.90,Penguin,Kindle Edition,382,2020,2020,,2022/05/28,,,read,,,,1,0
40078926,Master Your Emotions: A Practical Guide to Overcome Negativity and Better Manage Your Feelings (Mastery Series Book 1),Thibaut Meurisse,"Meurisse, Thibaut",Kerry J.  Donovan,"=""""","=""""",0,4.15,,Kindle Edition,214,2018,2018,,2022/05/28,to-read,to-read (#25),to-read,,,,0,0
52104380,How Much of These Hills Is Gold,C Pam Zhang,"Zhang, C Pam",,"=""0349011443""","=""9780349011448""",2,3.80,Virago,Kindle Edition,336,2020,2020,,2022/05/28,,,read,,,,1,0
40961230,The Travelling Cat Chronicles,Hiro Arikawa,"Arikawa, Hiro",Philip Gabriel,"=""0735235244""","=""9780735235243""",5,4.33,Viking,Kindle Edition,281,2018,2012,,2022/05/08,,,read,,,,1,0
36337550,The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"Turton, Stuart",,"=""""","=""""",0,3.84,Sourcebooks Landmark,Hardcover,432,2018,2018,,2022/05/26,to-read,to-read (#24),to-read,,,,0,0
6328549,Kunzelmann & Kunzelmann,Carl-Johan Vallgren,"Vallgren, Carl-Johan",,"=""9100118354""","=""9789100118358""",0,3.64,Albert Bonniers Förlag,Hardcover,533,2009,2009,,2022/05/23,to-read,to-read (#23),to-read,,,,0,0
20878481,The Girl Who Saved the King of Sweden,Jonas Jonasson,"Jonasson, Jonas",,"=""0007557884""","=""""",3,3.77,Fourth Estate,Kindle Edition,434,2014,2013,,2021/02/06,currently-reading,currently-reading (#3),currently-reading,,,,2,0
33630235,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",1,4.50,Transworld Digital,Kindle Edition,575,2017,2017,,2021/11/13,currently-reading,currently-reading (#2),currently-reading,,,,2,0
24611735,Black Box Thinking: Why Some People Never Learn from Their Mistakes - But Some Do,Matthew Syed,"Syed, Matthew",,"=""1591848229""","=""9781591848226""",0,4.29,Portfolio,Hardcover,336,2015,2015,,2022/05/13,to-read,to-read (#22),to-read,,,,0,0
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""0735211302""","=""""",0,4.37,Avery,Kindle Edition,319,2018,2018,,2022/05/13,to-read,to-read (#21),to-read,,,,0,0
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316346624""","=""9780316346627""",0,4.00,Time Warner Book Group,Paperback,301,2002,2000,,2022/05/13,to-read,to-read (#20),to-read,,,,0,0
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",0,4.19,"Little, Brown and Company",Hardcover,309,2008,2008,,2022/05/13,to-read,to-read (#19),to-read,,,,0,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",0,4.38,Scribner,Hardcover,368,2017,2017,,2022/05/13,to-read,to-read (#18),to-read,,,,0,0
36373413,"Dear Mrs. Bird (The Emmy Lake Chronicles, #1)",A.J. Pearce,"Pearce, A.J.",,"=""1501170066""","=""9781501170065""",0,3.79,Scribner,Hardcover,281,2018,2018,,2022/05/08,,,read,,,,1,0
13057939,In the Shadow of the Banyan,Vaddey Ratner,"Ratner, Vaddey",,"=""1451657706""","=""9781451657708""",0,4.07,Simon & Schuster,Hardcover,322,2012,2012,,2022/01/14,to-read,to-read (#17),to-read,,,,0,0
50202953,Piranesi,Susanna Clarke,"Clarke, Susanna",,"=""163557563X""","=""9781635575637""",5,4.23,Bloomsbury,Hardcover,272,2020,2020,,2021/12/14,,,read,,,,1,0
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""""","=""""",0,4.34,Ecco,Paperback,408,2012,2011,,2022/01/06,to-read,to-read (#16),to-read,,,,0,0
53328812,The Child in You: The Breakthrough Method for Bringing Out Your Authentic Self,Stefanie Stahl,"Stahl, Stefanie",,"=""0143135937""","=""9780143135937""",0,4.13,Penguin Life,Paperback,352,2020,2015,,2022/01/06,to-read,to-read (#15),to-read,,,,0,0
31936168,The Unseen (The Barrøy Chronicles #1),Roy Jacobsen,"Jacobsen, Roy","Don Bartlett, Don Shaw","=""""","=""""",0,4.01,MacLehose Press,Kindle Edition,272,2016,2013,,2021/12/24,to-read,to-read (#14),to-read,,,,0,0
50358031,Leave the World Behind,Rumaan Alam,"Alam, Rumaan",,"=""0062667637""","=""9780062667632""",0,3.18,Ecco,Hardcover,241,2020,2020,,2021/12/14,to-read,to-read (#13),to-read,,,,0,0
36275478,Tante Ulrikkes vei,Zeshan Shakar,"Shakar, Zeshan",,"=""""","=""9788205509351""",0,4.26,Gyldendal,ebook,432,2017,2017,,2021/11/30,,,read,,,,1,0
43722897,The Art of Statistics: How to Learn from Data,David Spiegelhalter,"Spiegelhalter, David",,"=""1541618513""","=""9781541618510""",5,4.17,Basic Books,Hardcover,448,2019,2019,,2021/11/30,,,read,,,,1,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.95,W. W. Norton & Company,Paperback,304,2014,2012,,2021/11/30,to-read,to-read (#12),to-read,,,,0,0
51291,How to Lie with Statistics,Darrell Huff,"Huff, Darrell",Irving Geis,"=""0393310728""","=""9780393310726""",0,3.85,W. W. Norton & Company,Paperback,142,1982,1954,,2021/11/30,to-read,to-read (#11),to-read,,,,0,0
53605067,The Data Detective: Ten Easy Rules to Make Sense of Statistics,Tim Harford,"Harford, Tim",,"=""0593084675""","=""""",0,4.13,Riverhead Books,Kindle Edition,334,2021,2020,,2021/11/30,to-read,to-read (#10),to-read,,,,0,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.97,Penguin,Hardcover,544,2012,2012,,2021/11/30,to-read,to-read (#9),to-read,,,,0,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.43,Riverhead Books,Hardcover,372,2007,2007,,2021/11/23,,,read,,,,1,0
4667024,The Help,Kathryn Stockett,"Stockett, Kathryn",,"=""0399155341""","=""9780399155345""",0,4.47,G.P. Putnam's Sons,Hardcover,464,2009,2009,,2021/11/23,,,read,,,,1,0
